"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"Five Nights at Freddy's 4 Demo",14,4.4,889425,45,1e+07,0,0,1,0,"2015-07-26",277,8,2015,50,"GAME","Free","Action","1.1","2.3 and up","2015-07",0,0,2,3
"Five Nights at Freddy's: SL",14,4.5,16162,99,1e+05,1,2.99,1,0,"2017-04-06",424,8,2017,71,"GAME","Paid","Action","1.2","2.3 and up","2017-04",0,0,3,1
"Five Nights at Neighbor House",14,4.2,2180,55,1e+05,0,0,0.5,0,"2018-01-26",280,18,2018,80,"GAME","Free","Action","1.1.0","4.2 and up","2018-01",0,0,1,1
"Five Nights at Pizzeria",14,3.5,1976,21,1e+05,0,0,1,0,"2018-03-03",688,17,2018,82,"GAME","Free","Action","1.6","4.1 and up","2018-03",0,0,0,1
"FJ Final Join , Circles Game",14,4.7,32,24,1000,0,0,1,6,"2018-07-11",48,19,2018,86,"GAME","Free","Arcade","0.24","4.3 and up","2018-07",0,0,3,0
"Flat Pack",14,4.4,862,44,1e+05,0,0,0.5,0,"2018-03-16",201,29,2018,82,"GAME","Free","Action","1.0.4","7.0 and up","2018-03",0,0,2,1
"Flip the Gun - Simulator Game",14,4.2,195558,86,1e+07,0,0,0,6,"2018-07-26",424,25,2018,86,"GAME","Free","Arcade","1.2","5.0 and up","2018-07",14,26,1,3
"Flippy Axe : Flip The Knife & Axe Simulator",14,5,7,15,100,0,0,0,6,"2017-09-27",277,18,2017,76,"GAME","Free","Arcade","1.1","4.2 and up","2017-09",0,0,3,0
"Fo Fo Fish",14,3.4,5,21,50,0,0,0,6,"2015-08-25",113,8,2015,51,"GAME","Free","Arcade","1.0","2.3 and up","2015-08",0,0,0,0
"Forgotten Hill Mementoes",14,4.6,2027,56,1e+05,0,0,1,2,"2018-03-19",641,17,2018,82,"GAME","Free","Adventure","1.5","4.1 and up","2018-03",0,0,3,1
"Forgotten Hill: Fall",14,4.4,1063,18,50000,0,0,1,2,"2017-10-30",718,10,2017,77,"GAME","Free","Adventure","1.7","3.0 and up","2017-10",0,0,2,0
"Forgotten Hill: Puppeteer",14,4.5,2917,22,1e+05,0,0,1,2,"2017-10-30",1372,8,2017,77,"GAME","Free","Adventure","2.6","2.3 and up","2017-10",0,0,3,1
"Forgotten Hill: Surgery",14,4.5,2431,24,1e+05,0,0,1,2,"2017-11-03",592,10,2017,78,"GAME","Free","Adventure","1.4","3.0 and up","2017-11",0,0,3,1
"Four In A Line",14,3.8,22191,3,1e+06,0,0,0,15,"2015-05-04",338,8,2015,48,"GAME","Free","Board","1.10","2.3 and up","2015-05",39,61,0,2
"Four In A Line Free",14,4.3,133195,11,5e+06,0,0,0,15,"2018-06-11",685,17,2018,85,"GAME","Free","Board","1.58","4.1 and up","2018-06",13,27,2,3
"FP Runner",14,3.7,38,29,1000,0,0,0,6,"2016-06-29",362,11,2016,61,"GAME","Free","Arcade","1.12","3.1 and up","2016-06",0,0,0,0
"Free DS Emulator",14,4.1,22896,19,1e+06,0,0,0,6,"2018-07-26",2771,15,2018,86,"GAME","Free","Arcade","pb1.0.0.1","4.0.3 and up","2018-07",0,0,1,2
"Free Poker Games : Downtown Casino - Texas Holdem",14,4.5,2032,50,50000,0,0,1,23,"2018-06-05",26,17,2018,85,"GAME","Free","Card","0.1.27","4.1 and up","2018-06",0,0,3,0
"Freecell CY",14,4,387,1.1,50000,0,0,0,23,"2011-04-16",551,2,2011,3,"GAME","Free","Card","1.3.3","1.6 and up","2011-04",0,0,1,0
"FRONTLINE COMMANDO",14,4.4,1351833,12,1e+07,0,0,1,0,"2013-10-28",1551,5,2013,29,"GAME","Free","Action","3.0.3","2.1 and up","2013-10",0,0,2,3
"FRONTLINE COMMANDO: D-DAY",14,4.5,1736105,14,1e+07,0,0,1.5,0,"2014-05-16",1552,5,2014,36,"GAME","Free","Action","3.0.4","2.1 and up","2014-05",0,0,3,3
"Frontline Terrorist Battle Shoot: Free FPS Shooter",14,4.2,9183,49,1e+06,0,0,1.5,0,"2018-06-22",277,20,2018,85,"GAME","Free","Action","1.1","4.4 and up","2018-06",0,0,1,2
"Fruit Block - Puzzle Legend",14,4.6,125647,33,1e+07,0,0,0,26,"2018-07-23",2473,17,2018,86,"GAME","Free","Casual","60","4.1 and up","2018-07",39,1,3,3
"Fruit Ninja Classic",14,4.3,85468,36,1e+06,1,0.99,0,6,"2018-06-08",1302,15,2018,85,"GAME","Paid","Arcade","2.4.1.485300","4.0.3 and up","2018-06",0,0,2,2
"Fruits Bomb",14,4.4,74673,17,1e+07,0,0,0,26,"2018-07-06",1705,15,2018,86,"GAME","Free","Casual","3.3.3179","4.0.3 and up","2018-07",61,79,2,3
"Fun Texas Hold'em Poker",14,4.5,32831,24,5e+05,0,0,1,25,"2017-05-12",970,15,2017,72,"GAME","Free","Casino","17.05.11","4.0.3 and up","2017-05",0,0,3,1
"G-Switch",14,3.8,4116,8.8,1e+05,0,0,0,0,"2015-09-01",557,8,2015,52,"GAME","Free","Action","1.3.4","2.3 and up","2015-09",0,0,0,1
"G-Switch 2",14,4.4,12683,19,1e+06,0,0,0,0,"2018-02-05",277,8,2018,81,"GAME","Free","Action","1.1","2.3 and up","2018-02",0,0,2,2
"G-Switch 3",14,4.6,3656,39,1e+05,0,0,0,0,"2018-03-15",306,10,2018,82,"GAME","Free","Action","1.1.3","3.0 and up","2018-03",0,0,3,1
"GALAK-Z: Variant Mobile",14,3.9,145,79,10000,0,0,0,0,"2018-07-30",741,20,2018,86,"GAME","Free","Action","1.7.6","4.4 and up","2018-07",0,0,0,0
"Galaxian(FC)",14,4.5,2,7.8,100,1,1.99,0,6,"2015-11-13",113,8,2015,54,"GAME","Paid","Arcade","1.0","2.3 and up","2015-11",0,0,3,0
"Game of Thrones: Conquest™",14,4,90218,97,1e+06,0,0,1,103,"2018-08-03",776,27,2018,87,"GAME","Free","Strategy","1.8.225278","6.0 and up","2018-08",31,9,1,2
"Gang Wars of San Andreas",14,4.1,9898,63,1e+06,0,0,1.5,0,"2018-02-15",2750,15,2018,81,"GAME","Free","Action","Varies with device","4.0.3 and up","2018-02",0,0,1,2
"Gangster City Auto Theft",14,4.3,350,67,50000,0,0,0,0,"2018-07-27",2750,15,2018,86,"GAME","Free","Action","Varies with device","4.0.3 and up","2018-07",0,0,2,0
"Gangster Town",14,4.1,74842,99,5e+06,0,0,1,0,"2016-12-22",718,8,2016,67,"GAME","Free","Action","1.7","2.3 and up","2016-12",0,0,1,3
"Gate Of Death Ep: 1",14,4.4,7,34,100,0,0,0,2,"2016-10-07",277,8,2016,65,"GAME","Free","Adventure","1.1","2.3 and up","2016-10",0,0,2,0
"Gear.Club - True Racing",14,4.4,140658,37,1e+06,0,0,0,87,"2018-08-01",488,19,2018,87,"GAME","Free","Racing","1.21.2","4.3 and up","2018-08",0,0,2,2
"Gems or jewels ?",14,4.7,171448,13,1e+07,0,0,1,82,"2018-08-03",149,13,2018,87,"GAME","Free","Puzzle","1.0.109","4.0 and up","2018-08",1,39,3,3
"Geometry Dash SubZero",14,4.6,260527,49,1e+07,0,0,0,6,"2017-12-21",242,13,2017,79,"GAME","Free","Arcade","1.00","4.0 and up","2017-12",0,0,3,3
"Geometry Dash World",14,4.6,760628,63,1e+07,0,0,0,6,"2017-12-22",259,13,2017,79,"GAME","Free","Arcade","1.03","4.0 and up","2017-12",40,0,3,3
"Get 'Em",14,4.1,7904,21,5e+05,0,0,0.5,0,"2016-10-26",706,15,2016,65,"GAME","Free","Action","1.6.7","4.0.3 and up","2016-10",0,0,1,1
"Ghost Hunting camera",14,3.5,3048,24,5e+05,0,0,1,0,"2017-03-06",277,8,2017,70,"GAME","Free","Action","1.1","2.3 and up","2017-03",0,0,0,1
"Ghost Snap AR Horror Survival",14,3.8,898,33,1e+05,0,0,1,2,"2016-12-21",458,8,2016,67,"GAME","Free","Adventure","1.2.3.1","2.3 and up","2016-12",0,0,0,1
"Ghosts'n Goblins MOBILE",14,3.8,466,28,10000,1,0.99,0,6,"2017-03-28",244,17,2017,70,"GAME","Paid","Arcade","1.00.02","4.1 and up","2017-03",0,0,0,0
"Ghouls'n Ghosts MOBILE",14,3.9,168,49,5000,1,1.99,0.5,6,"2017-05-18",243,17,2017,72,"GAME","Paid","Arcade","1.00.00","4.1 and up","2017-05",0,0,0,0
"Girls' Frontline",14,4.2,2055,96,1e+05,0,0,1,103,"2018-05-18",1073,15,2018,84,"GAME","Free","Strategy","2.0081_206","4.0.3 and up","2018-05",40,0,1,1
"Glitch Fixers: Powerpuff Girls",14,4.4,39698,51,5e+06,0,0,0,6,"2016-12-01",118,17,2016,67,"GAME","Free","Arcade","1.0.0","4.1 and up","2016-12",0,0,2,3
"Golden HoYeah Slots - Real Casino Slots",14,4.4,201537,68,5e+06,0,0,1,25,"2018-08-01",1124,15,2018,87,"GAME","Free","Casino","2.1.7","4.0.3 and up","2018-08",0,0,2,3
"Governor of Poker 2 - OFFLINE POKER GAME",14,4.3,246538,60,5e+06,0,0,1,23,"2018-03-06",1563,8,2018,82,"GAME","Free","Card","3.0.8","2.3 and up","2018-03",0,0,2,3
"Grand Bat Superhero Flying Assault Rescue Mission",14,4.4,1094,37,5e+05,0,0,1,0,"2018-07-09",277,17,2018,86,"GAME","Free","Action","1.1","4.1 and up","2018-07",0,0,2,1
"Grand Stickman Cover V",14,4,1744,37,1e+05,0,0,1.5,0,"2018-05-19",139,17,2018,84,"GAME","Free","Action","1.0.1","4.1 and up","2018-05",0,0,1,1
"Grand Theft Auto: San Andreas",14,4.4,348962,26,1e+06,1,6.99,1.5,0,"2015-03-21",271,10,2015,46,"GAME","Paid","Action","1.08","3.0 and up","2015-03",0,0,2,2
"Grim Soul: Dark Fantasy Survival",14,4.5,189773,95,5e+06,0,0,1,90,"2018-07-18",287,17,2018,86,"GAME","Free","Role Playing","1.1.1","4.1 and up","2018-07",4,36,3,3
"Grim Tales: The Wishes CE",14,4.3,4923,20,1e+05,0,0,0.5,2,"2015-08-26",118,9,2015,51,"GAME","Free","Adventure","1.0.0","2.3.3 and up","2015-08",0,0,2,1
"Guess the Class <U+0001F525> AQW",14,4.7,57,12,1000,0,0,0,117,"2017-11-01",118,17,2017,78,"GAME","Free","Word","1.0.0","4.1 and up","2017-11",0,0,3,0
"Guess The Emoji",14,4.5,76627,23,5e+06,0,0,0,117,"2018-07-03",2600,18,2018,86,"GAME","Free","Word","8.16g","4.2 and up","2018-07",0,0,3,3
"Gun Builder ELITE",14,4.1,88941,34,1e+06,0,0,1,0,"2016-07-26",1608,13,2016,62,"GAME","Free","Action","3.1.7","4.0 and up","2016-07",0,0,1,2
"Gun Club Armory",14,4.2,55014,28,1e+06,0,0,1,0,"2017-12-04",468,17,2017,79,"GAME","Free","Action","1.2.6","4.1 and up","2017-12",0,0,1,2
"Gun Shoot War Q",14,4.2,26893,20,1e+06,0,0,1,6,"2017-03-01",207,8,2017,70,"GAME","Free","Arcade","1.0.5","2.3 and up","2017-03",0,0,1,2
"Gun Strike Shoot",14,4.1,94761,17,1e+07,0,0,1,0,"2017-02-21",309,8,2017,69,"GAME","Free","Action","1.1.4","2.3 and up","2017-02",0,0,1,3
"GUN ZOMBIE",14,4.4,243121,38,5e+06,0,0,1,6,"2014-10-17",2252,8,2014,41,"GAME","Free","Arcade","5.3","2.3 and up","2014-10",0,0,2,3
"Guns of Boom - Online Shooter",14,4.6,1226514,99,1e+07,0,0,1,0,"2018-07-20",2033,17,2018,86,"GAME","Free","Action","4.4.4","4.1 and up","2018-07",0,0,3,3
"Guns of Glory",14,4,120592,77,1e+07,0,0,0.5,103,"2018-07-31",1044,15,2018,86,"GAME","Free","Strategy","2.0.2","4.0.3 and up","2018-07",0,40,1,3
"Guns Royale - Multiplayer Blocky Battle Royale",14,4.6,19070,90,1e+05,0,0,0.5,0,"2018-08-04",113,32,2018,87,"GAME","Free","Action","1.0","Varies with device","2018-08",0,0,3,1
"Gunship Modern Combat 3D",14,4.2,3247,26,5e+05,0,0,1,0,"2017-07-25",265,8,2017,74,"GAME","Free","Action","1.05","2.3 and up","2017-07",0,0,1,1
"Hambo",14,4.4,125578,17,5e+06,0,0,0,0,"2015-07-06",332,5,2015,50,"GAME","Free","Action","1.1.8","2.1 and up","2015-07",0,0,2,3
"HANGAME Casino - Baccarat & Texas Hold'em",14,4.1,8608,46,5e+05,0,0,1,25,"2018-05-17",614,17,2018,84,"GAME","Free","Casino","1.4.5","4.1 and up","2018-05",0,0,1,1
"Hard Time (Prison Sim)",14,4.3,275843,41,1e+07,0,0,1,2,"2018-07-19",626,13,2018,86,"GAME","Free","Adventure","1.401","4.0 and up","2018-07",0,0,2,3
"HAWK – Force of an Arcade Shooter. Shoot 'em up",14,4.6,190274,46,5e+06,0,0,0,6,"2018-07-09",2750,17,2018,86,"GAME","Free","Arcade","Varies with device","4.1 and up","2018-07",0,0,3,3
"Heart of Vegas™ Slots – Free Slot Casino Games",14,4.5,264282,48,1e+07,0,0,1,25,"2018-07-12",1618,15,2018,86,"GAME","Free","Casino","3.10.43","4.0.3 and up","2018-07",0,0,3,3
"Heirs & Graces",14,4.3,125,70,5000,0,0,1,2,"2016-07-01",139,9,2016,62,"GAME","Free","Adventure","1.0.1","2.3.3 and up","2016-07",0,0,2,0
"Helix",14,3.9,2454,37,5e+05,0,0,0,6,"2017-09-10",424,13,2017,76,"GAME","Free","Arcade","1.2","4.0 and up","2017-09",0,0,0,1
"Hello Stars",14,4.6,101686,31,1e+07,0,0,0,82,"2018-08-04",772,17,2018,87,"GAME","Free","Puzzle","1.8.2","4.1 and up","2018-08",33,67,3,3
"Hero Fighter X",14,4.5,24210,45,5e+05,0,0,1,0,"2015-11-13",274,7,2015,54,"GAME","Free","Action","1.091","2.2 and up","2015-11",0,0,3,1
"Hero Hunters",14,4.4,70747,99,5e+06,0,0,1,0,"2018-07-31",718,20,2018,86,"GAME","Free","Action","1.7","4.4 and up","2018-07",10,30,2,3
"Heroes Arena",14,4.2,336386,88,1e+07,0,0,0.5,0,"2018-07-24",1023,15,2018,86,"GAME","Free","Action","2.0.1","4.0.3 and up","2018-07",0,0,1,3
"Heroes of Dragon Age",14,4.2,70389,28,1e+06,0,0,1,0,"2018-05-09",2255,9,2018,84,"GAME","Free","Action","5.3.1","2.3.3 and up","2018-05",0,0,1,2
"Hide N Seek : Mini Game",14,3.8,4719,54,5e+05,0,0,0,0,"2018-07-08",2187,17,2018,86,"GAME","Free","Action","5.1.3","4.1 and up","2018-07",0,0,0,1
"Hitman Sniper",14,4.6,408292,29,1e+07,1,0.99,1.5,0,"2018-07-12",728,17,2018,86,"GAME","Paid","Action","1.7.110758","4.1 and up","2018-07",0,0,3,3
"Hole.io",14,4.2,145353,85,1e+07,0,0,1,6,"2018-07-24",536,17,2018,86,"GAME","Free","Arcade","1.3.1","4.1 and up","2018-07",0,0,1,3
"Honkai Impact 3rd",14,4.7,59017,82,1e+06,0,0,1,0,"2018-07-03",1200,19,2018,86,"GAME","Free","Action","2.2.1","4.3 and up","2018-07",4,76,3,2
"Hopeless Land: Fight for Survival",14,4.2,250197,44,5e+06,0,0,1,0,"2018-07-12",113,17,2018,86,"GAME","Free","Action","1.0","4.1 and up","2018-07",0,0,1,3
"Horror Hospital",14,3.7,63986,26,1e+06,0,0,1,0,"2017-10-10",2349,8,2017,77,"GAME","Free","Action","6.0","2.3 and up","2017-10",0,0,0,2
"Hotel Insanity",14,4.2,3816,31,1e+05,0,0,1,6,"2016-07-07",113,10,2016,62,"GAME","Free","Arcade","1.0","3.0 and up","2016-07",0,0,1,1
"How well do you know me?",14,3.9,1290,6.4,1e+05,0,0,0,117,"2018-07-26",1261,17,2018,86,"GAME","Free","Word","2.3.0","4.1 and up","2018-07",0,0,0,1
"Hustle Castle: Fantasy Kingdom",14,4.7,584126,64,1e+07,0,0,0.5,90,"2018-07-27",666,17,2018,86,"GAME","Free","Role Playing","1.5.4","4.1 and up","2018-07",0,0,3,3
"I am Bread",14,4,630,20,10000,1,4.99,0,2,"2016-10-26",693,20,2016,65,"GAME","Paid","Adventure","1.6.1","4.4 and up","2016-10",0,0,1,0
"I Am Innocent",14,4.4,208501,56,1e+06,0,0,1,2,"2018-07-23",1434,15,2018,86,"GAME","Free","Adventure","2.8.307","4.0.3 and up","2018-07",0,0,2,2
"Ice Crush 2018 - A new Puzzle Matching Adventure",14,4.6,15403,25,1e+06,0,0,0,26,"2018-08-02",766,17,2018,87,"GAME","Free","Casual","1.8.1","4.1 and up","2018-08",0,0,3,2
"Identity V",14,4.2,109263,38,1e+06,0,0,1,0,"2018-07-10",158,17,2018,86,"GAME","Free","Action","1.0.144431","4.1 and up","2018-07",0,0,1,2
"Idle Heroes",14,4.7,416540,99,1e+07,0,0,0.5,90,"2018-05-30",383,8,2018,84,"GAME","Free","Role Playing","1.14.0","2.3 and up","2018-05",0,0,3,3
"iGun Pro -The Original Gun App",14,4.2,249308,55,1e+07,0,0,0,6,"2017-09-07",2242,8,2017,76,"GAME","Free","Arcade","5.26","2.3 and up","2017-09",0,0,1,3
"Ingress",14,4.3,391325,43,1e+07,0,0,0,2,"2018-06-20",380,13,2018,85,"GAME","Free","Adventure","1.131.2","4.0 and up","2018-06",0,0,2,3
"Injustice 2",14,4.3,504765,36,5e+06,0,0,1,0,"2018-07-30",1301,20,2018,86,"GAME","Free","Action","2.4.1","4.4 and up","2018-07",0,0,2,3
"Injustice: Gods Among Us",14,4.4,2440877,32,1e+07,0,0,1,0,"2018-06-14",1235,13,2018,85,"GAME","Free","Action","2.21","4.0 and up","2018-06",0,0,2,3
"Iron Blade",14,4.4,161637,82,1e+07,0,0,1.5,0,"2018-07-18",722,15,2018,86,"GAME","Free","Action","1.7.0m","4.0.3 and up","2018-07",0,0,2,3
"IV Go(get IV for Pokemon)",14,4.6,132282,20,1e+06,0,0,0,2,"2018-07-31",949,17,2018,86,"GAME","Free","Adventure","15.0","4.1 and up","2018-07",0,0,3,2
"J-Stars Victory VS Guide",14,4.1,609,13,10000,0,0,0,0,"2014-05-14",718,7,2014,36,"GAME","Free","Action","1.7","2.2 and up","2014-05",0,0,1,0
"Jewels classic Prince",14,4.4,47644,15,5e+06,0,0,0,82,"2018-06-15",1308,13,2018,85,"GAME","Free","Puzzle","2.4.2","4.0 and up","2018-06",0,0,2,3
"Jewels Legend - Match 3 Puzzle",14,4.6,280098,50,1e+07,0,0,0,6,"2018-07-20",1144,15,2018,86,"GAME","Free","Arcade","2.11.2","4.0.3 and up","2018-07",0,0,3,3
"Jewels Star: OZ adventure",14,4.5,21892,14,1e+06,0,0,0,82,"2017-12-29",532,13,2017,79,"GAME","Free","Puzzle","1.3","4.0 and up","2017-12",0,0,3,2
"Jump'N'Shoot Attack",14,4.1,155,32,1000,1,2.49,0,6,"2018-05-26",424,17,2018,84,"GAME","Paid","Arcade","1.2","4.1 and up","2018-05",0,0,1,0
"Jungle book-The Great Escape",14,3.9,2362,25,1e+05,0,0,0,0,"2013-07-17",532,8,2013,26,"GAME","Free","Action","1.3","2.3 and up","2013-07",0,0,0,1
"Jungle Marble Blast",14,4.3,18985,23,5e+06,0,0,0,26,"2018-07-23",666,15,2018,86,"GAME","Free","Casual","1.5.4","4.0.3 and up","2018-07",0,0,2,3
"Jungle Monkey Run",14,4.4,54082,21,1e+07,0,0,0,2,"2018-07-11",708,15,2018,86,"GAME","Free","Adventure","1.6.8","4.0.3 and up","2018-07",0,0,2,3
"Jurassic World™ Alive",14,4.3,309176,70,5e+06,0,0,0.5,96,"2018-08-02",543,20,2018,87,"GAME","Free","Simulation","1.3.15","4.4 and up","2018-08",0,0,2,3
"Just A Regular Arcade",14,4.2,40847,94,1e+06,0,0,0,0,"2016-01-08",1581,9,2016,56,"GAME","Free","Action","3.1.0","2.3.3 and up","2016-01",0,0,1,2
"Just Dance Now",14,4.2,794058,56,1e+07,0,0,0,71,"2018-06-12",1261,20,2018,85,"GAME","Free","Music","2.3.0","4.4 and up","2018-06",0,0,1,3
"Justice League Action Run",14,4.3,22333,9.7,1e+06,0,0,0.5,0,"2018-08-07",1074,19,2018,87,"GAME","Free","Action","2.01","4.3 and up","2018-08",0,0,2,2
"kick the buddy",14,3.3,294,19,10000,0,0,0,6,"2018-07-19",113,10,2018,86,"GAME","Free","Arcade","1.0","3.0 and up","2018-07",0,0,0,0
"Kill Shot Bravo: Sniper FPS",14,4.4,579519,99,1e+07,0,0,1.5,0,"2018-07-18",2178,17,2018,86,"GAME","Free","Action","5.1","4.1 and up","2018-07",0,0,2,3
"KIM KARDASHIAN: HOLLYWOOD",14,4.3,1017408,34,1e+07,0,0,1,2,"2018-07-16",2660,13,2018,86,"GAME","Free","Adventure","9.2.0","4.0 and up","2018-07",0,0,2,3
"Knife Hit",14,4.5,461137,60,1e+07,0,0,0,6,"2018-05-22",731,15,2018,84,"GAME","Free","Arcade","1.7.2","4.0.3 and up","2018-05",0,0,3,3
"Knife&Axe Throwing",14,3.1,440,9.1,50000,0,0,0,6,"2012-11-26",213,5,2012,18,"GAME","Free","Arcade","1.0.6","2.1 and up","2012-11",0,0,0,0
"Korean Dungeon: K-Word 1000",14,4.7,703,40,10000,0,0,0.5,117,"2017-11-17",201,17,2017,78,"GAME","Free","Word","1.0.4","4.1 and up","2017-11",0,0,3,0
"L.A. Crime Stories 2 Mad City Crime",14,4.2,3946,42,1e+05,0,0,1,87,"2017-03-30",262,8,2017,70,"GAME","Free","Racing","1.04","2.3 and up","2017-03",0,0,1,1
"L.A. Crime Stories Mad City Crime",14,4,30008,99,1e+06,0,0,1.5,87,"2017-03-30",511,8,2017,70,"GAME","Free","Racing","1.26","2.3 and up","2017-03",0,0,1,2
"LA Stories 4 New Order Sandbox 2018",14,4.2,17453,99,1e+06,0,0,1.5,87,"2018-06-01",267,8,2018,85,"GAME","Free","Racing","1.06","2.3 and up","2018-06",0,0,1,2
"Last Day on Earth: Survival",14,4.5,2311785,87,1e+07,0,0,1,0,"2018-08-01",809,17,2018,87,"GAME","Free","Action","1.9.3","4.1 and up","2018-08",0,0,3,3
"Last Shelter: Survival",14,4.4,93033,98,5e+06,0,0,1,103,"2018-08-04",509,15,2018,87,"GAME","Free","Strategy","1.250.078","4.0.3 and up","2018-08",0,0,2,3
"Law of Creation: A Playable Manga",14,4.5,13118,47,5e+05,0,0,1,2,"2018-06-25",172,15,2018,85,"GAME","Free","Adventure","1.0.19","4.0.3 and up","2018-06",0,0,3,1
"League of Stickman 2018- Ninja Arena PVP(Dreamsky)",14,4.4,32496,99,1e+06,1,0.99,1,0,"2018-07-03",2258,8,2018,86,"GAME","Paid","Action","5.3.3","2.3 and up","2018-07",0,0,2,2
"Let's Poke The Egg",14,3.4,9051,23,1e+06,0,0,0,6,"2017-02-04",424,8,2017,69,"GAME","Free","Arcade","1.2","2.3 and up","2017-02",0,0,0,2
"Lineage 2: Revolution",14,4.2,187972,99,5e+06,0,0,1,90,"2018-07-11",266,20,2018,86,"GAME","Free","Role Playing","1.05.20","4.4 and up","2018-07",0,0,1,3
"Lock 'n' Roll Pro - Ad Free",14,4.6,169,13,1000,1,0.99,0,23,"2015-07-01",1910,9,2015,50,"GAME","Paid","Card","4.0.5","2.3.3 and up","2015-07",0,0,3,0
"Looper!",14,4.6,48256,62,1e+06,0,0,0,82,"2018-07-20",426,17,2018,86,"GAME","Free","Puzzle","1.2.0","4.1 and up","2018-07",0,0,3,2
"Lost Journey (Dreamsky)",14,4.5,32344,29,1e+06,1,0.99,0,2,"2016-10-21",539,10,2016,65,"GAME","Paid","Adventure","1.3.12","3.0 and up","2016-10",0,0,3,2
"Love Dance",14,4,29462,44,1e+06,0,0,1,71,"2018-06-14",328,13,2018,85,"GAME","Free","Music","1.1.7","4.0 and up","2018-06",0,0,1,2
"Love Nikki-Dress UP Queen",14,4.4,212524,93,5e+06,0,0,0,90,"2018-07-24",1523,15,2018,86,"GAME","Free","Role Playing","3.0.0","4.0.3 and up","2018-07",0,0,2,3
"Ludo - Don't get angry",14,4.2,131,23,1000,1,1.61,0,15,"2016-02-24",700,9,2016,57,"GAME","Paid","Board","1.6.3","2.3.3 and up","2016-02",0,0,1,0
"Ludo Dz",14,4.5,17,28,500,0,0,0,15,"2017-08-27",113,17,2017,75,"GAME","Free","Board","1.0","4.1 and up","2017-08",0,0,3,0
"Lust in Terror Manor - The Truth Unveiled | Otome",14,4.1,355,53,10000,0,0,1,2,"2018-07-10",213,17,2018,86,"GAME","Free","Adventure","1.0.6","4.1 and up","2018-07",0,0,1,0
"M-acceleration 3D Car Racing",14,3.9,1202,34,1e+05,0,0,0,87,"2018-06-28",688,17,2018,85,"GAME","Free","Racing","1.6","4.1 and up","2018-06",0,0,0,1
"M3-X5-X6-M-I3-I8 RACING 2018",14,4.4,596,44,1e+05,0,0,0,6,"2017-02-12",111,13,2017,69,"GAME","Free","Arcade","1,01","4.0 and up","2017-02",0,0,2,1
"Mad Dash Fo' Cash",14,5,14,16,100,0,0,0,6,"2017-06-19",1371,17,2017,73,"GAME","Free","Arcade","2.5a","4.1 and up","2017-06",0,0,3,0
"Mad Day - Truck Distance Game",14,4.3,29270,44,5e+06,0,0,0,0,"2018-07-25",610,15,2018,86,"GAME","Free","Action","1.4.3","4.0.3 and up","2018-07",0,0,2,3
"Mad Skills BMX 2",14,4.5,29940,80,1e+06,0,0,0,0,"2018-07-26",309,17,2018,86,"GAME","Free","Action","1.1.4","4.1 and up","2018-07",0,0,3,2
"Mad Skills Motocross",14,4,32522,44,1e+06,0,0,0,87,"2016-01-25",426,3,2016,56,"GAME","Free","Racing","1.2.0","2.0 and up","2016-01",0,0,1,2
"Mafia City",14,4.5,168717,56,1e+07,0,0,1.5,103,"2018-08-03",548,8,2018,87,"GAME","Free","Strategy","1.3.205","2.3 and up","2018-08",0,0,3,3
"Magic Tiles - Blackpink Edition (K-Pop)",14,4.6,4304,71,1e+05,0,0,0,71,"2018-06-20",1010,13,2018,85,"GAME","Free","Music","1900001","4.0 and up","2018-06",0,0,3,1
"Magic Tiles - TWICE Edition (K-Pop)",14,4.4,2351,62,1e+05,0,0,0,71,"2018-07-25",878,13,2018,86,"GAME","Free","Music","1009001","4.0 and up","2018-07",0,0,2,1
"Magnum 3.0 Gun Custom SImulator",14,4.5,16815,59,1e+06,0,0,1,0,"2018-08-04",263,15,2018,87,"GAME","Free","Action","1.0404","4.0.3 and up","2018-08",0,0,3,2
"Major Mayhem",14,4.6,520962,39,1e+07,0,0,1,0,"2017-06-28",881,13,2017,73,"GAME","Free","Action","108","4.0 and up","2017-06",0,0,3,3
"Map Callouts for CS:GO",14,4.3,211,3.6,50000,0,0,0,0,"2018-01-26",1088,15,2018,80,"GAME","Free","Action","2.1","4.0.3 and up","2018-01",0,0,2,0
"Marble - Temple Quest",14,4.3,42053,24,1e+07,0,0,0,82,"2018-06-21",2122,15,2018,85,"GAME","Free","Puzzle","4.9","4.0.3 and up","2018-06",0,0,2,3
"MARVEL Strike Force",14,4.3,165888,91,5e+06,0,0,1,90,"2018-07-31",593,20,2018,86,"GAME","Free","Role Playing","1.4.0","4.4 and up","2018-07",0,0,2,3
"Mass Effect: Andromeda APEX HQ",14,3.4,4490,92,1e+05,0,0,0.5,0,"2017-09-21",411,17,2017,76,"GAME","Free","Action","1.18.1","4.1 and up","2017-09",0,0,0,1
